,rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
687,679,4100,Service,"Jeremy Jacobs, Sr. & family",83.0,United States,East Aurora,Food service,Service,United States,0,U,M,1/21/1940 0:00,Jacobs,Jeremy,4/4/2023 5:01,1940.0,1.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
688,679,4100,Fashion & Retail,Igor Kesaev,56.0,Russia,Moscow,"Tobacco distribution, retail",Fashion & Retail,Russia,1,U,M,10/30/1966 0:00,Kesaev,Igor,4/4/2023 5:01,1966.0,10.0,30.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
689,679,4100,Food & Beverage,Mary Alice Dorrance Malone,73.0,United States,Coatesville,Campbell Soup,Food & Beverage,United States,0,U,F,2/3/1950 0:00,Malone,Mary Alice Dorrance,4/4/2023 5:01,1950.0,2.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
690,679,4100,Diversified,Joao Moreira Salles,61.0,Brazil,Rio de Janeiro,"Banking, minerals",Diversified,Brazil,0,U,M,1/1/1962 0:00,Moreira Salles,Joao,4/4/2023 5:01,1962.0,1.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
691,679,4100,Finance & Investments,Walther Moreira Salles Junior,66.0,Brazil,Rio de Janeiro,"Banking, minerals",Finance & Investments,Brazil,0,U,M,4/12/1956 0:00,Moreira Salles Junior,Walther,4/4/2023 5:01,1956.0,4.0,12.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
692,679,4100,Sports,Arturo Moreno,76.0,United States,Phoenix,"Billboards, Los Angeles Angels",Sports,United States,1,U,M,8/14/1946 0:00,Moreno,Arturo,4/4/2023 5:01,1946.0,8.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
693,679,4100,Manufacturing,Peter Spuhler,63.0,Switzerland,Weiningen,Train cars,Manufacturing,Switzerland,1,D,M,9/1/1959 0:00,Spuhler,Peter,4/4/2023 5:01,1959.0,9.0,1.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
694,679,4100,Real Estate,Donald Sterling,88.0,United States,Beverly Hills,Real estate,Real Estate,United States,1,U,M,4/26/1934 0:00,Sterling,Donald,4/4/2023 5:01,1934.0,4.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
695,679,4100,Diversified,Kerry Stokes,82.0,Australia,Perth,"Construction equipment, media",Diversified,Australia,1,D,M,9/13/1940 0:00,Stokes,Kerry,4/4/2023 5:01,1940.0,9.0,13.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
696,679,4100,Technology,Ken Xie,60.0,United States,Los Altos Hills,Cybersecurity,Technology,United States,1,D,M,1/26/1963 0:00,Xie,Ken,4/4/2023 5:01,1963.0,1.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
697,679,4100,Healthcare,Liangzhi Xie & family,57.0,China,Beijing,Biotech,Healthcare,China,1,D,M,1/1/1966 0:00,Xie,Liangzhi,4/4/2023 5:01,1966.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
698,699,4000,Energy,Sid Bass,80.0,United States,Fort Worth,"Oil, investments",Energy,United States,0,U,M,4/9/1942 0:00,Bass,Sid,4/4/2023 5:01,1942.0,4.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
699,699,4000,Technology,Ben Chestnut,48.0,United States,Atlanta,Email marketing,Technology,United States,1,D,M,6/15/1974 0:00,Chestnut,Ben,4/4/2023 5:01,1974.0,6.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
701,699,4000,Diversified,Guangchang Guo,56.0,China,Shanghai,Conglomerate,Diversified,China,1,D,M,2/16/1967 0:00,Guo,Guangchang,4/4/2023 5:01,1967.0,2.0,16.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
702,699,4000,Manufacturing,Vinod Rai Gupta,77.0,India,Delhi,Electrical equipment,Manufacturing,India,0,U,F,9/15/1945 0:00,Gupta,Vinod Rai,4/4/2023 5:01,1945.0,9.0,15.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
703,699,4000,Sports,John Henry,73.0,United States,Boca Raton,Sports,Sports,United States,1,U,M,9/13/1949 0:00,Henry,John,4/4/2023 5:01,1949.0,9.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
704,699,4000,Technology,Travis Kalanick,46.0,United States,Los Angeles,Uber,Technology,United States,1,U,M,8/6/1976 0:00,Kalanick,Travis,4/4/2023 5:01,1976.0,8.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
705,699,4000,Manufacturing,Koon Poh Keong,61.0,Malaysia,Petaling Jaya,Aluminum,Manufacturing,Malaysia,1,D,M,4/25/1961 0:00,Koon,Poh Keong,4/4/2023 5:01,1961.0,4.0,25.0,121.46,0.7,364701517788.0,45.1,105.3,76.0,12.0,38.7,32447385.0,4.210484,101.975766
706,699,4000,Technology,Dan Kurzius,51.0,United States,Atlanta,Email marketing,Technology,United States,1,D,M,12/1/1971 0:00,Kurzius,Dan,4/4/2023 5:01,1971.0,12.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
707,699,4000,Manufacturing,Paul Lee,65.0,China,Yuxi,Battery separators,Manufacturing,United States,1,D,M,1/1/1958 0:00,Lee,Paul,4/4/2023 5:01,1958.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
708,699,4000,Technology,Tobi Lutke,42.0,Canada,Ottawa,E-commerce,Technology,Canada,1,D,M,7/16/1980 0:00,Lutke,Tobi,4/4/2023 5:01,1980.0,7.0,16.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
709,699,4000,Automotive,Gail Miller,79.0,United States,Salt Lake City,Car dealerships,Automotive,United States,1,U,F,10/14/1943 0:00,Miller,Gail,4/4/2023 5:01,1943.0,10.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
710,699,4000,Telecom,Rajan Mittal,63.0,India,Delhi,Telecom,Telecom,India,0,Split Family Fortune,M,1/5/1960 0:00,Mittal,Rajan,4/4/2023 5:01,1960.0,1.0,5.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
711,699,4000,Telecom,Rakesh Mittal,67.0,India,Delhi,Telecom,Telecom,India,0,Split Family Fortune,M,9/18/1955 0:00,Mittal,Rakesh,4/4/2023 5:01,1955.0,9.0,18.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
712,699,4000,Media & Entertainment,Isaac Perlmutter,80.0,United States,Palm Beach,Marvel comics,Media & Entertainment,United States,1,D,M,12/1/1942 0:00,Perlmutter,Isaac,4/4/2023 5:01,1942.0,12.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
713,699,4000,Finance & Investments,"Bernard Saul, II.",90.0,United States,Chevy Chase,"Banking, real estate",Finance & Investments,United States,0,U,M,4/15/1932 0:00,Saul,Bernard,4/4/2023 5:01,1932.0,4.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
714,699,4000,Telecom,Shaul Shani,68.0,Italy,Milan,Telecom,Telecom,Israel,1,D,M,1/1/1955 0:00,Shani,Shaul,4/4/2023 5:01,1955.0,1.0,1.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
715,699,4000,Media & Entertainment,Steven Spielberg,76.0,United States,Pacific Palisades,Movies,Media & Entertainment,United States,1,U,M,12/18/1946 0:00,Spielberg,Steven,4/4/2023 5:01,1946.0,12.0,18.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
716,699,4000,Healthcare,Jerzy Starak,75.0,Poland,Konstancin,Pharmaceuticals,Healthcare,Poland,1,E,M,12/12/1947 0:00,Starak,Jerzy,4/4/2023 5:01,1947.0,12.0,12.0,114.11,2.2,592164400688.0,67.8,100.0,77.6,17.4,40.8,37970874.0,51.919438,19.145136
717,699,4000,Energy,Torbjorn Tornqvist,69.0,Switzerland,Geneva,Oil trading,Energy,Sweden,1,U,M,11/8/1953 0:00,Tornqvist,Torbjorn,4/4/2023 5:01,1953.0,11.0,8.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
718,699,4000,Metals & Mining,Rufino Vigil Gonzalez,74.0,Mexico,Mexico City,Steel,Metals & Mining,Mexico,1,U,M,6/1/1948 0:00,Vigil Gonzalez,Rufino,4/4/2023 5:01,1948.0,6.0,1.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
719,699,4000,Diversified,Zhang Daocai,73.0,China,Shaoxing,Valves,Diversified,China,1,U,M,1/1/1950 0:00,Zhang,Daocai,4/4/2023 5:01,1950.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
720,721,3900,Manufacturing,Juergen Blickle,76.0,Germany,Bruchsal,Auto parts,Manufacturing,Germany,0,D,M,1/1/1947 0:00,Blickle,Juergen,4/4/2023 5:01,1947.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
721,721,3900,Food & Beverage,"Austen Cargill, II.",72.0,United States,Livingston,Cargill,Food & Beverage,United States,0,D,M,3/9/1951 0:00,Cargill,Austen,4/4/2023 5:01,1951.0,3.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
722,721,3900,Food & Beverage,"James Cargill, II.",73.0,United States,Birchwood,Cargill,Food & Beverage,United States,0,D,M,4/7/1949 0:00,Cargill,James,4/4/2023 5:01,1949.0,4.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
723,721,3900,Finance & Investments,Vanich Chaiyawan,91.0,Thailand,Bangkok,"Insurance, beverages",Finance & Investments,Thailand,1,U,M,1/1/1932 0:00,Chaiyawan,Vanich,4/4/2023 5:01,1932.0,1.0,1.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
724,721,3900,Finance & Investments,Chen Dongsheng,65.0,China,Beijing,Insurance,Finance & Investments,China,1,U,M,12/1/1957 0:00,Chen,Dongsheng,4/4/2023 5:01,1957.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
725,721,3900,Automotive,Mong-Koo Chung,85.0,South Korea,Seoul,Hyundai,Automotive,South Korea,0,D,M,3/19/1938 0:00,Chung,Mong-Koo,4/4/2023 5:01,1938.0,3.0,19.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
727,721,3900,Fashion & Retail,Giuseppe De'Longhi & family,83.0,Italy,Treviso,Coffee makers,Fashion & Retail,Italy,0,D,M,4/24/1939 0:00,De'Longhi,Giuseppe,4/4/2023 5:01,1939.0,4.0,24.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
728,721,3900,Healthcare,Guenther Fielmann & family,83.0,Germany,Hamburg,Optometry,Healthcare,Germany,1,D,M,9/17/1939 0:00,Fielmann,Guenther,4/4/2023 5:01,1939.0,9.0,17.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
729,721,3900,Energy,W. Herbert Hunt,94.0,United States,Dallas,Oil,Energy,United States,0,D,M,3/6/1929 0:00,Hunt,W. Herbert,4/4/2023 5:01,1929.0,3.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
730,721,3900,Sports,James Irsay,63.0,United States,Carmel,Indianapolis Colts,Sports,United States,0,U,M,6/13/1959 0:00,Irsay,James,4/4/2023 5:01,1959.0,6.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
732,721,3900,Food & Beverage,Marianne Liebmann,69.0,United States,Bozeman,Cargill,Food & Beverage,United States,0,D,F,7/11/1953 0:00,Liebmann,Marianne,4/4/2023 5:01,1953.0,7.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
733,721,3900,Healthcare,Jorge Moll Filho & family,78.0,Brazil,Rio de Janeiro,Hospitals,Healthcare,Brazil,1,D,M,1/1/1945 0:00,Moll Filho,Jorge,4/4/2023 5:01,1945.0,1.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
734,721,3900,Diversified,Fernando Roberto Moreira Salles,76.0,Brazil,Sao Paulo,"Banking, minerals",Diversified,Brazil,0,U,M,5/29/1946 0:00,Moreira Salles,Fernando Roberto,4/4/2023 5:01,1946.0,5.0,29.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
735,721,3900,Diversified,Pedro Moreira Salles,63.0,Brazil,Sao Paulo,"Banking, minerals",Diversified,Brazil,0,U,M,10/20/1959 0:00,Moreira Salles,Pedro,4/4/2023 5:01,1959.0,10.0,20.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
736,721,3900,Gambling & Casinos,Gabe Newell,60.0,United States,Seattle,Videogames,Gambling & Casinos,United States,1,E,M,11/3/1962 0:00,Newell,Gabe,4/4/2023 5:01,1962.0,11.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
737,721,3900,Fashion & Retail,Alfred Oetker,56.0,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,0,U,M,1/1/1967 0:00,Oetker,Alfred,4/4/2023 5:01,1967.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
738,721,3900,Fashion & Retail,Carl Ferdinand Oetker,50.0,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,0,U,M,10/3/1972 0:00,Oetker,Carl Ferdinand,4/4/2023 5:01,1972.0,10.0,3.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
739,721,3900,Fashion & Retail,Julia Oetker,44.0,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,0,U,F,1/26/1979 0:00,Oetker,Julia,4/4/2023 5:01,1979.0,1.0,26.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
740,721,3900,Manufacturing,Ruan Hongliang & family,62.0,China,Jiaxing,Glass,Manufacturing,China,1,D,M,1/1/1961 0:00,Ruan,Hongliang,4/4/2023 5:01,1961.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
741,721,3900,Finance & Investments,Mark Stevens,63.0,United States,Steamboat Springs,Venture capital,Finance & Investments,United States,1,D,M,2/17/1960 0:00,Stevens,Mark,4/4/2023 5:01,1960.0,2.0,17.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
743,721,3900,Food & Beverage,Nusli Wadia,79.0,India,Mumbai,Consumer goods,Food & Beverage,India,0,U,M,2/15/1944 0:00,Wadia,Nusli,4/4/2023 5:01,1944.0,2.0,15.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
744,721,3900,Healthcare,Wu Yiling,73.0,China,Shijiazhuang,Pharmaceuticals,Healthcare,China,1,E,M,10/24/1949 0:00,Wu,Yiling,4/4/2023 5:01,1949.0,10.0,24.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
745,721,3900,Manufacturing,Yu Renrong,57.0,China,Ningbo,Semiconductors,Manufacturing,China,1,D,M,4/1/1966 0:00,Yu,Renrong,4/4/2023 5:01,1966.0,4.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
746,721,3900,Healthcare,Zhu Baoguo & family,60.0,China,Shenzhen,Pharmaceuticals,Healthcare,China,1,D,M,4/25/1962 0:00,Zhu,Baoguo,4/4/2023 5:01,1962.0,4.0,25.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
747,748,3800,Service,Rahul Bhatia,63.0,India,Delhi,Aviation,Service,India,0,Split Family Fortune,M,6/10/1959 0:00,Bhatia,Rahul,4/4/2023 5:01,1959.0,6.0,10.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
748,748,3800,Construction & Engineering,Francesco Gaetano Caltagirone,80.0,Italy,Rome,"Cement, diversified",Construction & Engineering,Italy,1,D,M,3/21/1943 0:00,Caltagirone,Francesco Gaetano,4/4/2023 5:01,1943.0,3.0,21.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
749,748,3800,Media & Entertainment,Barry Diller,81.0,United States,New York,Online media,Media & Entertainment,United States,1,D,M,2/2/1942 0:00,Diller,Barry,4/4/2023 5:01,1942.0,2.0,2.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
750,748,3800,Finance & Investments,Wesley Edens,61.0,United States,New York,Investments,Finance & Investments,United States,1,U,M,10/31/1961 0:00,Edens,Wesley,4/4/2023 5:01,1961.0,10.0,31.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
751,748,3800,Finance & Investments,Stephen Feinberg,63.0,United States,New York,Private equity,Finance & Investments,United States,1,U,M,3/29/1960 0:00,Feinberg,Stephen,4/4/2023 5:01,1960.0,3.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
752,748,3800,Service,Rakesh Gangwal,69.0,United States,Miami,Airline,Service,United States,1,D,M,7/25/1953 0:00,Gangwal,Rakesh,4/4/2023 5:01,1953.0,7.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
753,748,3800,Food & Beverage,Joseph Grendys,61.0,United States,Chicago,Poultry processing,Food & Beverage,United States,1,U,M,12/1/1961 0:00,Grendys,Joseph,4/4/2023 5:01,1961.0,12.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
754,748,3800,Media & Entertainment,Martha Ingram & family,87.0,United States,Nashville,"Book distribution, transportation",Media & Entertainment,United States,0,D,F,8/20/1935 0:00,Ingram,Martha,4/4/2023 5:01,1935.0,8.0,20.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
755,748,3800,Automotive,Li Xiang,41.0,China,Beijing,Electric vehicles,Automotive,China,1,D,M,10/1/1981 0:00,Li,Xiang,4/4/2023 5:01,1981.0,10.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
756,748,3800,Real Estate,"H. Ross Perot, Jr.",64.0,United States,Dallas,Real estate,Real Estate,United States,0,U,M,11/7/1958 0:00,Perot,H. Ross,4/4/2023 5:01,1958.0,11.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
757,748,3800,Real Estate,Chandru Raheja,82.0,India,Mumbai,Real estate,Real Estate,India,0,U,M,10/1/1940 0:00,Raheja,Chandru,4/4/2023 5:01,1940.0,10.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
758,748,3800,Energy,Trevor Rees-Jones,71.0,United States,Dallas,Oil & gas,Energy,United States,1,D,M,8/12/1951 0:00,Rees-Jones,Trevor,4/4/2023 5:01,1951.0,8.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
759,748,3800,Telecom,Yasumitsu Shigeta,58.0,Japan,Tokyo,Mobile phone retailer,Telecom,Japan,1,U,M,2/25/1965 0:00,Shigeta,Yasumitsu,4/4/2023 5:01,1965.0,2.0,25.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
760,748,3800,Healthcare,Su Qingcan,54.0,China,Xiamen,Healthcare,Healthcare,China,1,N,M,1/1/1969 0:00,Su,Qingcan,4/4/2023 5:01,1969.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
762,748,3800,Service,Steven Udvar-Hazy,77.0,United States,Westlake,Aircraft leasing,Service,United States,1,D,M,2/23/1946 0:00,Udvar-Hazy,Steven,4/4/2023 5:01,1946.0,2.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
763,748,3800,Manufacturing,Elizabeth Uihlein,77.0,United States,Lake Forest,Packaging materials,Manufacturing,United States,1,N,F,7/7/1945 0:00,Uihlein,Elizabeth,4/4/2023 5:01,1945.0,7.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
764,748,3800,Manufacturing,Richard Uihlein,77.0,United States,Lake Forest,Packaging materials,Manufacturing,United States,1,N,M,8/27/1945 0:00,Uihlein,Richard,4/4/2023 5:01,1945.0,8.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
765,766,3700,Finance & Investments,Hayes Barnard,51.0,United States,Austin,Fintech,Finance & Investments,United States,1,N,M,2/15/1972 0:00,Barnard,Hayes,4/4/2023 5:01,1972.0,2.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
766,766,3700,Finance & Investments,William Berkley,76.0,United States,Coconut Grove,Insurance,Finance & Investments,United States,1,E,M,9/1/1946 0:00,Berkley,William,4/4/2023 5:01,1946.0,9.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
767,766,3700,Real Estate,Charles Cohen,71.0,United States,New York,Real estate,Real Estate,United States,0,U,M,2/8/1952 0:00,Cohen,Charles,4/4/2023 5:01,1952.0,2.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
768,766,3700,Real Estate,Yakir Gabay,56.0,United Kingdom,London,Real estate,Real Estate,Cyprus,1,D,M,4/13/1966 0:00,Gabay,Yakir,4/4/2023 5:01,1966.0,4.0,13.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
769,766,3700,Technology,Huang Li,59.0,China,Wuhan,Imaging systems,Technology,China,1,D,M,6/27/1963 0:00,Huang,Li,4/4/2023 5:01,1963.0,6.0,27.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
770,766,3700,Logistics,Brad Jacobs,66.0,United States,Greenwich,Logistics,Logistics,United States,1,E,M,7/1/1956 0:00,Jacobs,Brad,4/4/2023 5:01,1956.0,7.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
771,766,3700,Real Estate,Ji Qi,56.0,China,Shanghai,"Hotels, motels",Real Estate,China,1,U,M,10/1/1966 0:00,Ji,Qi,4/4/2023 5:01,1966.0,10.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
772,766,3700,Media & Entertainment,Jason Jiang,50.0,China,Shanghai,Advertising,Media & Entertainment,Singapore,1,D,M,1/1/1973 0:00,Jiang,Jason,4/4/2023 5:01,1973.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
773,766,3700,Technology,Jim Kavanaugh,60.0,United States,St. Louis,IT provider,Technology,United States,1,U,M,10/17/1962 0:00,Kavanaugh,Jim,4/4/2023 5:01,1962.0,10.0,17.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
774,766,3700,Real Estate,Richard LeFrak & family,77.0,United States,New York,Real estate,Real Estate,United States,0,E,M,8/29/1945 0:00,LeFrak,Richard,4/4/2023 5:01,1945.0,8.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
775,766,3700,Finance & Investments,Mikhail Lomtadze,47.0,Kazakhstan,Almaty,Fintech,Finance & Investments,Georgia,1,U,M,10/17/1975 0:00,Lomtadze,Mikhail,4/4/2023 5:01,1975.0,10.0,17.0,182.75,5.2,180161741180.0,61.7,104.4,73.2,11.7,28.4,18513930.0,48.019573,66.923684
776,766,3700,Fashion & Retail,Tom Morris,68.0,United Kingdom,Merseyside,Retail,Fashion & Retail,United Kingdom,1,U,M,10/2/1954 0:00,Morris,Tom,4/4/2023 5:01,1954.0,10.0,2.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
777,766,3700,Manufacturing,Shigenobu Nagamori,78.0,Japan,Kyoto,Motors,Manufacturing,Japan,1,D,M,8/28/1944 0:00,Nagamori,Shigenobu,4/4/2023 5:01,1944.0,8.0,28.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
778,766,3700,Finance & Investments,Daniel Och,62.0,United States,Miami Beach,Hedge funds,Finance & Investments,United States,1,D,M,1/27/1961 0:00,Och,Daniel,4/4/2023 5:01,1961.0,1.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
